year,entity,scope,资产总额,负债总额,营业收入,营业成本,利润总额,净利润,经营现金净额,现金净增加额,所有者权益,资产负债率,销售净利率
2021,集团审定口径,集团,5702939.181171,2724639.678591,1609893.7538649999,1594693.0268209998,80795.35012799999,59748.749646000004,344857.78932,5374.382902,2978299.50258,0.47776060589717567,0.037113473794501306
2022,0母公司合并,公司,2690217.959651,523650.07963,138061.12558,111820.65779200001,45472.20009,38634.737212,130361.34027,13236.196821,2166567.880021,0.19464968544702332,0.2798379127338997
2022,大有期货,公司,568645.472584,463029.69242700003,677906.2205810001,672012.838386,8381.59602100008,6163.74056500008,138090.62148099998,180562.051016,105615.78015699994,0.814267790303389,0.00909232040932954
2022,安迅小贷,公司,13346.852243000001,947.6805109999999,13.207809,244.451463,-277.08074799999997,-277.08074799999997,-445.09311799999995,-115.591118,12399.171732,0.07100404602868277,-20.97855503513111
2022,巴陵农商行,公司,1082172.603054,1002230.0105379999,49941.46177,35114.217459,10903.103895,8133.000237,-16122.642569,12264.643422,79942.59251600015,0.92612768768088,0.16285066453312186
2022,怀芷公司,公司,345016.564756,61423.701622,4183.1726659999995,13911.687405,-9724.562364,-9724.562364,-7199.878677,159.107173,283592.863134,0.17803116689611587,-2.3246858641622232
2022,湘衡高速,公司,1013691.427924,19312.455624000002,86407.10215800001,73943.502907,12591.551989,9439.216965000009,40296.116726,-6292.562633,994378.9722999999,0.019051611853472164,0.10924121662753943
2022,溆怀公司,公司,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022,现代弘远,公司,978.996361,53.031698999999996,0.0,74.035338,-74.035338,-74.035338,-21.003639,975.2163609999999,925.964662,0.05416945467073089,
2022,现代房产,公司,2201.9322230000002,9341.731758,0.0,1.0138610000000001,-1.0138610000000001,-1.0138610000000001,-9.591494,-9.591494,-7139.799535,4.24251557810097,
2022,现代新能源,公司,971.997719,21.354716,0.0,49.356997,-49.356997,-49.356997,-31.185979,966.0416210000001,950.6430029999999,0.021969923984975936,
2022,现代环投,公司,263162.474576,83191.235922,20064.428013999997,28187.946074,-9061.915371,-8804.452934,9228.73801699999,-9966.61349699999,179971.238654,0.31612119492353685,-0.4388090668648354
2022,现代财富,公司,167072.85144,64706.362584,602232.972451,603049.919396,180.614616999924,1778.9551339999198,-41105.1814719999,-87541.78294599989,102366.488856,0.3872942972260078,0.0029539318094122828
2022,现代资产,公司,11991.294843000001,7946.809167,5090.943225999999,4138.792617,902.8861310000001,646.7345339999999,2273.991928,840.5773450000011,4044.485676000001,0.6627148503181876,0.1270362888152153
2022,长韶娄公司,公司,1029071.280537,39263.833808999996,55271.410971000005,50932.571981,4079.3168979999996,2644.370066,50533.421628,84.9945359999955,989807.4467280001,0.03815462986053887,0.047843360962640476
2022,集团审定口径,集团,5790537.719579,2037428.8623419998,1637378.340667,1592734.5814389999,60236.303466999496,45657.2791489995,303949.407512001,103107.44878400001,3753108.857237,0.35185486409198813,0.027884379568866545
2023,大有期货,公司,411189.773926,299237.721527,390069.591334,386833.470198,7279.251047,5448.253995,-84233.030859,-162809.976974,111952.05239899998,0.7277362923447909,0.013967389706968703
2023,安迅小贷,公司,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,
2023,巴陵农商行,公司,1234260.1237309999,1149521.987494,55221.317147,37159.596919,12798.955742,10132.17557,26094.284454,44042.338726999995,84738.13623699988,0.9313449939702758,0.18348304773368573
2023,怀芷公司,公司,343096.789875,72884.46347999999,5571.4439409999995,15659.049269,-10084.496007,-10084.496007,2974.777946,-453.351389,270212.32639500004,0.21243120201315172,-1.8100327516155477
2023,母公司,公司,2893587.5558849997,599968.249087,150731.495373,113995.925582,54658.766546000006,47735.129307999996,197294.497878,-31462.612087,2293619.306798,0.20734407979699118,0.31668981449347855
2023,湘衡高速,公司,1020974.005331,27139.209744,99732.78714,80153.543859,19962.499231,14971.823287000001,43128.316134,561.780955,993834.795587,0.026581685334095714,0.1501193711350239
2023,溆怀公司,公司,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,
2023,现代弘远,公司,780.483207,155.809091,0.0,385.369683,-385.36464900000004,-303.525171,-281.43096099999997,-637.253571,624.674116,0.1996315738795902,
2023,现代房产,公司,2201.679157,9345.327973000001,0.0,0.158806,-3.849281,-3.849281,-0.070354,-0.070354,-7143.648816000001,4.2446366189585545,
2023,现代担保,公司,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,
2023,现代新能源,公司,2974.1312239999997,963.800325,55.65698100000001,337.969173,-282.312104,-282.312104,-148.245373,666.69013,2010.3308989999996,0.3240611299267944,-5.072357481984154
2023,现代环投,公司,282485.51109,97599.83244099999,18233.457207,26746.553417,-7316.648351999999,-6876.760634,9301.282938,3442.306336,184885.678649,0.34550385279726664,-0.37715067175302036
2023,现代财富,公司,168709.213064,68361.563977,54687.45705599999,53058.373717,-10326.104787999999,-11916.450784999999,-26632.514580000003,18818.861003,100347.64908700001,0.4052035021410892,-0.21790098546358713
2023,现代资产,公司,10901.109821,6590.421708,6714.991485,5350.596402,1171.1844609999998,796.343075,2350.140747,-127.170423,4310.688113,0.6045642889776369,0.11859182201181899
2023,长韶娄公司,公司,0.0,0.0,66828.600613,50450.068906,16131.396288,12133.48776,17183.478241999997,-304.278245,0.0,,0.18156130232719106
2023,集团审定口径,集团,5681899.90393,2050663.792238,846659.278479,770015.0783060001,80236.05403,58753.577871,191445.123028,-118718.57136500001,3631236.111692,0.3609116364087332,0.06939459516294345
2024,大有期货,公司,481223.47891899996,365066.464695,404860.113069,402597.11641300004,6736.501301999991,5052.6687919999895,-41391.93675755,-4349.52478455005,116157.01422399998,0.7586214735720498,0.012480036014658887
2024,巴陵农商行,公司,1364451.9082870001,1274892.183239,55825.675299,37086.918702999996,12003.912898999999,9611.94365599999,73056.8265860001,-10673.340928,89559.72504800023,0.934362124085093,0.17217783044305007
2024,怀芷公司,公司,334659.371013,79904.410457,7313.122077,16729.289254,-9321.715153000001,-9321.715153000001,3350.251291,24.4256430000007,254754.960556,0.23876340356205378,-1.2746560299214873
2024,母公司,公司,2905960.567086,703693.078812,177980.296707,148610.006889,38930.034918,26998.891841000004,166529.65355,10220.9936539999,2202267.488274,0.24215506802889616,0.15169595927490176
2024,湘衡高速,公司,1025685.365085,32538.869692,106136.940964,77205.146913,29158.747471,21625.936019999997,45380.552450999996,336.789760000026,993146.4953930001,0.0317240264896472,0.20375503404922118
2024,现代弘远,公司,559.4901980000001,100.331836,0.0,216.611862,-205.711835,-163.281129,-228.288822,-239.31382200000002,459.15836200000007,0.17932724533629807,
2024,现代房产,公司,2205.6294989999997,9349.435266,0.0,0.156951,-0.156951,-0.156951,-0.032556,-0.032556,-7143.805767000001,4.238896546423096,
2024,现代新能源,公司,13024.953963,6134.50561,285.744523,195.125462,90.67690400000001,90.67690400000001,210.319271,2824.607161,6890.448353,0.47098098215366413,0.31733558021687785
2024,现代环投,公司,281883.54225,121476.581678,31880.300234,35160.586516,-22042.2791,-21740.628167,18646.17695,485.301206,160406.960572,0.4309459882204244,-0.6819455277216572
2024,现代财富,公司,168858.605949,65832.332129,30582.478208999997,26590.151731,3620.845519,2540.798905,-21557.48157,-27957.212894,103026.27381999999,0.3898666091610587,0.08308021631328355
2024,现代资产,公司,13187.844552,5484.266213,8087.831040000001,6363.686257,839.254863000001,697.688132000002,2041.338271,2037.1655469999998,7703.578339000001,0.4158576628178624,0.0862639351081204
2024,长韶娄公司,公司,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024,集团审定口径,集团,5813030.589318,2294418.316388,819526.5591219999,747771.3914600001,60377.87881499989,34295.92829299989,245556.92995145035,-27599.092757549854,3518612.27293,0.3947026049723896,0.04184846471570469
2025,大有期货,公司,569141.728146,446509.339733,276374.14000300004,284037.932305,5810.513787,4308.351176,4612.121598000051,4960.49936900004,122632.38841299998,0.7845310186401558,0.015588836118868549
2025,巴陵农商行,公司,1544489.5405930001,1451043.954758,53984.771474,34345.280319,11216.36102,9383.26636600001,79148.2638849998,50608.0782279998,93445.58583500003,0.9394974304590487,0.1738132089809652
2025,怀芷公司,公司,332705.255547,89462.68653600001,7496.623542,14046.983344,-6534.324108,-6534.324108,2869.7537850000003,-17.8614379999977,243242.56901099999,0.26889472000950093,-0.8716356198749081
2025,母公司,公司,2927020.8906119997,642059.856504,158440.047853,126744.21573699999,72821.796846,65612.17296699999,113862.89988299999,761.12573700006,2284961.034108,0.21935608951863483,0.4141135644434713
2025,湘衡高速,公司,980794.760147,36306.743276,108766.633618,78756.24793,30494.275899,22760.595721,95787.850709,-1174.91988800002,944488.0168709999,0.03701767663456767,0.2092608271847195
2025,现代弘远,公司,814.6183530000001,717.036747,0.0,392.88099,-391.79236099999997,-375.154967,-585.00039,-92.5751680000001,97.58160600000008,0.8802118738908402,
2025,现代房产,公司,2238.304584,9349.435266,0.0,-0.6663479999999999,32.675084999999996,32.675084999999996,-0.12345899999999999,-0.12345899999999999,-7111.130682000001,4.1770165386928415,
2025,现代新能源,公司,17728.968346,4206.027213,1347.406588,599.78297,747.69278,747.69278,1098.4470939999999,1468.969982,13522.941133,0.23724038144323054,0.5549125161320645
2025,现代环投,公司,238612.43085700003,102553.581949,29275.644429000004,30697.024462,-20756.969087,-20868.002784,10300.332014,-1642.130492,136058.84890800004,0.4297914470787155,-0.7128110479210656
2025,现代财富,公司,174805.88128,70202.217562,8086.689538,4788.868662,4200.429854,1783.9754899999998,-921.6042190000059,-14442.478951,104603.663718,0.40160100477141114,0.22060640285705993
2025,现代资产,公司,15584.018283000001,6060.982059,8977.103386,7241.727884,1564.935185,1447.329183,-726.088291000001,-1034.698507,9523.036224000001,0.3889229304621446,0.16122451984424543
2025,集团审定口径,集团,5966997.582073001,2434113.7747319997,647967.422187,577540.9659760001,71686.80347000006,50828.805793000065,301208.5109799999,36397.13927500001,3532883.8073410015,0.4079294052414148,0.07844345881069795
